,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MBO_SEQNUM_RT,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MD_TABLE_CMD_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBO_ORDER_ID_RT
1734,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,8,0.475000024,8295,,0,
1735,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,9,0.475000024,8127,,0,
1736,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,10,0.470000029,6102,,0,
1737,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,11,0.470000029,8303,,0,
1738,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,12,0.470000029,2458,,0,
1739,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,13,0.465000033,6104,,0,
1740,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,14,0.460000038,6105,,0,
1741,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,15,0.460000038,6699,,0,
1742,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,16,0.460000038,2290,,0,
1743,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,17,0.455000043,6106,,0,
1744,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,18,0.449999988,6107,,0,
1745,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,20,0.449999988,1836,,0,
1746,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,21,0.449999988,2578,,0,
1747,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,22,0.444999993,1836,,0,
1748,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,23,0.439999998,2290,,0,
1749,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,25,0.435000002,1836,,0,
1750,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 03:11:09.000,26,0.420000017,1836,,0,
1751,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.49000001,,6,363000,6/28/2023 03:13:02.030,,,,,,,,,,,REPLACE,,,,,,,
1752,MARKET_BY_ORDER,ASK,,,53714,,,173,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,12,0.49000001,,,3000,DEL,6/28/2023 03:13:02.030,,,,,,629123841
1753,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.49000001,6107,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1754,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.495000005,8293,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1755,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.495000005,8305,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1756,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.495000005,6105,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1757,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.495000005,1799,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1758,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.495000005,8461,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1759,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.5,8461,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1760,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.5,1799,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1761,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.50999999,8299,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1762,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.50999999,8304,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1763,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,22,0.519999981,4409,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1764,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,23,0.519999981,5666,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1765,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,24,0.529999971,8305,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1766,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,25,0.529999971,8466,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1767,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,26,0.540000021,2578,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1768,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,27,0.550000012,5138,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1769,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,28,0.550000012,1978,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1770,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,29,0.550000012,8575,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1771,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,30,0.550000012,174,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1772,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,31,0.550000012,8303,,0,REPLACE,6/28/2023 03:13:02.000,,,,,,
1773,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,32,0,,,0,REPLACE_CLEAR,6/28/2023 03:13:02.000,,,,,,
1774,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.49000001,,5,360000,6/28/2023 03:13:03.008,,,,,,,,,,,REPLACE,,,,,,,
1775,MARKET_BY_ORDER,ASK,,,53714,,,174,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,12,0.49000001,,,3000,DEL,6/28/2023 03:13:03.008,,,,,,669733633
1776,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.495000005,8293,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1777,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.495000005,8305,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1778,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.495000005,6105,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1779,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.495000005,1799,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1780,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.495000005,8461,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1781,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.5,8461,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1782,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.5,1799,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1783,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.50999999,8299,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1784,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.50999999,8304,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1785,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.519999981,4409,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1786,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,22,0.519999981,5666,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1787,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,23,0.529999971,8305,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1788,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,24,0.529999971,8466,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1789,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,25,0.540000021,2578,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1790,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,26,0.550000012,5138,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1791,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,27,0.550000012,1978,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1792,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,28,0.550000012,8575,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1793,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,29,0.550000012,174,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1794,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,30,0.550000012,8303,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1795,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,31,0.560000002,8306,,0,REPLACE,6/28/2023 03:13:03.000,,,,,,
1796,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.49000001,,6,365000,6/28/2023 03:13:08.048,,,,,,,,,,,REPLACE,,,,,,,
1797,MARKET_BY_ORDER,ASK,,,53714,,,175,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,12,0.49000001,,,5000,ADD,6/28/2023 03:13:08.048,,,,,,1083412993
1798,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.49000001,6107,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1799,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.495000005,8293,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1800,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.495000005,8305,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1801,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.495000005,6105,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1802,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.495000005,1799,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1803,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.495000005,8461,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1804,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.5,8461,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1805,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.5,1799,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1806,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.50999999,8299,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1807,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.50999999,8304,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1808,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,22,0.519999981,4409,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1809,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,23,0.519999981,5666,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1810,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,24,0.529999971,8305,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1811,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,25,0.529999971,8466,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1812,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,26,0.540000021,2578,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1813,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,27,0.550000012,5138,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1814,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,28,0.550000012,1978,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1815,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,29,0.550000012,8575,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1816,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,30,0.550000012,174,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1817,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,31,0.550000012,8303,,0,REPLACE,6/28/2023 03:13:08.000,,,,,,
1818,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,4,0.5,,3,121000,6/28/2023 03:13:35.165,,,,,,,,,,,REPLACE,,,,,,,
1819,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.5,6101,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1820,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.50999999,8299,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1821,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,22,0.50999999,8304,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1822,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,23,0.519999981,4409,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1823,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,24,0.519999981,5666,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1824,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,25,0.529999971,8305,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1825,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,26,0.529999971,8466,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1826,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,27,0.540000021,2578,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1827,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,28,0.550000012,5138,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1828,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,29,0.550000012,1978,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1829,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,30,0.550000012,8575,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1830,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,31,0.550000012,174,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1831,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,32,0.550000012,8303,,0,REPLACE,6/28/2023 03:13:35.000,,,,,,
1832,MARKET_BY_ORDER,ASK,,,53714,,,176,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,20,0.5,,,1000,ADD,6/28/2023 03:13:35.165,,,,,,1087401217
1833,MARKET_BY_ORDER,ASK,,,53714,,,177,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,20,0.5,,,1000,DEL,6/28/2023 03:13:51.326,,,,,,1087401217
1834,MARKET_BY_ORDER,ASK,,,53714,,,178,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,22,0.50999999,,,1000,ADD,6/28/2023 03:13:51.326,,,,,,1089304577
1835,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.50999999,8299,,0,REPLACE,6/28/2023 03:13:51.000,,,,,,
1836,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.50999999,8304,,0,REPLACE,6/28/2023 03:13:51.000,,,,,,
1837,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,22,0.50999999,6101,,0,REPLACE,6/28/2023 03:13:51.000,,,,,,
1838,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,4,0.5,,2,120000,6/28/2023 03:13:51.326,,,,,,,,,,,REPLACE,,,,,,,
1839,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,5,0.50999999,,3,330000,6/28/2023 03:13:51.326,,,,,,,,,,,REPLACE,,,,,,,
1840,MARKET_BY_ORDER,ASK,,,53714,,,179,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,2,0.485000014,,,8000,MOD,6/28/2023 03:14:20.469,,,,,,630594561
1841,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.485000014,,6,65000,6/28/2023 03:14:20.469,,,,,,,,,,,REPLACE,,,,,,,
1842,MARKET_BY_ORDER,ASK,,,53714,,,180,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,25,0.519999981,,,1000,ADD,6/28/2023 03:14:34.559,,,,,,1094822657
1843,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,6,0.519999981,,3,178000,6/28/2023 03:14:34.559,,,,,,,,,,,REPLACE,,,,,,,
1844,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,25,0.519999981,6101,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1845,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,26,0.529999971,8305,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1846,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,27,0.529999971,8466,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1847,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,28,0.540000021,2578,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1848,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,29,0.550000012,5138,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1849,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,30,0.550000012,1978,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1850,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,31,0.550000012,8575,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1851,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,32,0.550000012,174,,0,REPLACE,6/28/2023 03:14:34.000,,,,,,
1852,MARKET_BY_ORDER,ASK,,,53714,,,181,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,5,0.485000014,,,13000,DEL,6/28/2023 03:18:58.406,,,,,,648781569
1853,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.485000014,,5,52000,6/28/2023 03:18:58.406,,,,,,,,,,,REPLACE,,,,,,,
1854,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.485000014,8176,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1855,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.49000001,1172,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1856,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.49000001,8293,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1857,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.49000001,8296,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1858,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.49000001,8297,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1859,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.49000001,8298,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1860,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.49000001,6107,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
1861,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.495000005,8293,,0,REPLACE,6/28/2023 03:18:58.000,,,,,,
