,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_TABLE_CMD_RT,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MBO_SEQNUM_RT,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBO_ORDER_ID_RT,MBO_TABLE_ASK,MBO_TABLE_BID,MBL_TABLE_ASK,MBL_TABLE_BID
1410,MARKET_BY_ORDER,BID,,,53714,DEL,,,177,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:20.845,1,0.485000014,,,1000,555591938,,,,
1411,MARKET_BY_ORDER,ASK,,,53714,MOD,,,178,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.485000014,,,3000,7/3/2023 02:01:20.845,,,,,,155650,,,,
1412,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.485000014,,4,160000,01:20.8,,,,,,,,,,,,,,,,,,,,,
1413,MARKET_BY_ORDER,ASK,,,53714,ADD,,,179,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,1000,7/3/2023 02:01:47.349,,,,,,560065794,,,,
1414,MARKET_BY_ORDER,BID,,,53714,DEL,,,180,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.349,1,0.480000019,,,1000,554194434,,,,
1415,MARKET_BY_ORDER,ASK,,,53714,DEL,,,181,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,1000,7/3/2023 02:01:47.349,,,,,,560065794,,,,
1416,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,1,0.475000024,,4,70000,,,,,,,,,,,,,,,,
1417,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,2,0.470000029,,6,502000,,,,,,,,,,,,,,,,
1418,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,3,0.465000033,,2,39000,,,,,,,,,,,,,,,,
1419,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,4,0.460000038,,2,89000,,,,,,,,,,,,,,,,
1420,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,5,0.455000043,,1,9000,,,,,,,,,,,,,,,,
1421,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,6,0.449999988,,4,129000,,,,,,,,,,,,,,,,
1422,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,7,0.444999993,,1,4000,,,,,,,,,,,,,,,,
1423,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,8,0.439999998,,1,6000,,,,,,,,,,,,,,,,
1424,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,01:47.3,9,0.435000002,,1,30000,,,,,,,,,,,,,,,,
1425,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,01:47.3,10,0,,0,0,,,,,,,,,,,,,,,,
1426,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,01:47.3,10,0.430000007,,3,180000,,,,,,,,,,,,,,,,
1427,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,1,0.475000024,6105,,0,,,,,
1428,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,2,0.475000024,8295,,0,,,,,
1429,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,3,0.475000024,8290,,0,,,,,
1430,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,4,0.475000024,6101,,0,,,,,
1431,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,5,0.470000029,488,,0,,,,,
1432,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,6,0.470000029,8291,,0,,,,,
1433,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,7,0.470000029,4821,,0,,,,,
1434,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,8,0.470000029,6101,,0,,,,,
1435,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,9,0.470000029,2458,,0,,,,,
1436,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,10,0.470000029,8299,,0,,,,,
1437,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,11,0.465000033,6101,,0,,,,,
1438,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,12,0.465000033,8295,,0,,,,,
1439,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,13,0.460000038,6102,,0,,,,,
1440,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,14,0.460000038,6699,,0,,,,,
1441,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,15,0.455000043,6104,,0,,,,,
1442,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,16,0.449999988,6105,,0,,,,,
1443,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,17,0.449999988,2290,,0,,,,,
1444,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,18,0.449999988,1836,,0,,,,,
1445,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,19,0.449999988,2578,,0,,,,,
1446,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,20,0.444999993,6106,,0,,,,,
1447,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,21,0.439999998,6107,,0,,,,,
1448,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,22,0.435000002,1836,,0,,,,,
1449,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,23,0.430000007,1836,,0,,,,,
1450,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,25,0.430000007,2290,,0,,,,,
1451,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,26,0.420000017,1836,,0,,,,,
1452,MARKET_BY_ORDER,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 02:01:47.000,27,0,,,0,,,,,
1453,MARKET_BY_ORDER,ASK,,,53714,ADD,,,182,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,6000,7/3/2023 02:02:14.861,,,,,,564550658,,,,
1454,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,1,0.480000019,,1,6000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1455,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,2,0.485000014,,4,160000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1456,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,3,0.49000001,,2,33000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1457,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,4,0.495000005,,1,100000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1458,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,5,0.5,,2,130000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1459,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,6,0.50999999,,1,200000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1460,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,7,0.519999981,,2,177000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1461,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,8,0.529999971,,1,10000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1462,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,9,0.540000021,,1,24000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1463,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,10,0.550000012,,3,268000,02:14.9,,,,,,,,,,,,,,,,,,,,,
1464,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.480000019,1799,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1465,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.485000014,6106,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1466,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.485000014,6430,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1467,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.485000014,8291,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1468,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.485000014,5345,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1469,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.49000001,6105,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1470,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.49000001,2457,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1471,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.495000005,8308,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1472,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.5,2457,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1473,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.5,2245,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1474,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.50999999,8466,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1475,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.519999981,4409,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1476,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.519999981,5666,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1477,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.529999971,8307,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1478,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.540000021,2578,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1479,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.550000012,9000,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1480,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.550000012,6698,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1481,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.550000012,174,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1482,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.569999993,8467,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1483,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.579999983,8461,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1484,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.589999974,2578,,0,7/3/2023 02:02:14.000,,,,,,,,,,
1485,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.485000014,,3,150000,02:20.1,,,,,,,,,,,,,,,,,,,,,
1486,MARKET_BY_ORDER,ASK,,,53714,DEL,,,183,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,5,0.485000014,,,10000,7/3/2023 02:02:20.141,,,,,,554892034,,,,
1487,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.49000001,6105,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1488,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.49000001,2457,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1489,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.495000005,8308,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1490,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.5,2457,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1491,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.5,2245,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1492,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.50999999,8466,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1493,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.519999981,4409,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1494,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.519999981,5666,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1495,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.529999971,8307,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1496,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.540000021,2578,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1497,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.550000012,9000,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1498,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.550000012,6698,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1499,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.550000012,174,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1500,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.569999993,8467,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1501,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.579999983,8461,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1502,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.589999974,2578,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1503,MARKET_BY_ORDER,ASK,,,14112,REPLACE_CLEAR,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0,,,0,7/3/2023 02:02:20.000,,,,,,,,,,
1504,MARKET_BY_ORDER,ASK,,,53714,ADD,,,184,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.475000024,,,1000,7/3/2023 02:02:27.053,,,,,,566864386,,,,
1505,MARKET_BY_ORDER,BID,,,53714,MOD,,,185,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 02:02:27.053,1,0.475000024,,,5000,249631234,,,,
1506,MARKET_BY_ORDER,ASK,,,53714,DEL,,,186,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.475000024,,,1000,7/3/2023 02:02:27.053,,,,,,566864386,,,,
1507,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,02:27.1,1,0.475000024,,4,69000,,,,,,,,,,,,,,,,
1508,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.480000019,,1,5000,08:25.3,,,,,,,,,,,,,,,,,,,,,
1509,MARKET_BY_ORDER,BID,,,53714,ADD,,,187,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 02:08:25.325,1,0.485000014,,,1000,633018370,,,,
1510,MARKET_BY_ORDER,BID,,,53714,DEL,,,188,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 02:08:25.325,1,0.485000014,,,1000,633018370,,,,
1511,MARKET_BY_ORDER,ASK,,,53714,MOD,,,189,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,5000,7/3/2023 02:08:25.325,,,,,,564550658,,,,
1512,MARKET_BY_ORDER,ASK,,,53714,DEL,,,190,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,5000,7/3/2023 02:14:44.272,,,,,,564550658,,,,
1513,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,1,0.485000014,,3,150000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1514,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,2,0.49000001,,2,33000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1515,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,3,0.495000005,,1,100000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1516,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,4,0.5,,2,130000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1517,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,5,0.50999999,,1,200000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1518,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,6,0.519999981,,2,177000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1519,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,7,0.529999971,,1,10000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1520,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,8,0.540000021,,1,24000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1521,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,9,0.550000012,,3,268000,14:44.3,,,,,,,,,,,,,,,,,,,,,
1522,MARKET_BY_LEVEL,ASK,,,14112,REPLACE_CLEAR,,,,,,,,,,,2060 HK Equity.type=MBL,,0,10,0,,0,0,14:44.3,,,,,,,,,,,,,,,,,,,,,
1523,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.485000014,6106,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1524,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.485000014,6430,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1525,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.485000014,8291,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1526,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.49000001,6105,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1527,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.49000001,2457,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1528,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.495000005,8308,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1529,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.5,2457,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1530,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.5,2245,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1531,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.50999999,8466,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1532,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.519999981,4409,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1533,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.519999981,5666,,0,7/3/2023 02:14:44.000,,,,,,,,,,
1534,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.529999971,8307,,0,7/3/2023 02:14:44.000,,,,,,,,,,
